Category,Name,Price,Description,URL
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Medicom 4"" x 6"" Blue Barrier Film, 1200 sheets per roll. Easy to apply and remove from surfaces",$19.02,Roll of 1200 sheets,https://www.net32.com/ec/medicom-4-x-6-blue-barrier-film-d-121354?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,Palmero Trigger-style spray head only,$13.62,Single sprayer,https://www.net32.com/ec/palmero-triggerstyle-spray-head-d-136850?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Protex 40"" x 85"" Full Chair Protector, Clear Plastic, 175 drapes folded in half on a 20"" wide",$78.99,Roll of 175 drapes,https://www.net32.com/ec/protex-40-x-85-full-chair-protector-d-81333?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"VastMed SMMS Non-Woven 60g Sterilization Wrap, 12"" x 12"" Sheet, 100/Pk. For use in gas (EO)",$12.59,Package of 100 sheets,https://www.net32.com/ec/vastmed-smms-nonwoven-60g-sterilization-wrap-12-d-183633?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Prehma Digital X-Ray Sensor Sleeves 1 3/8"" x 8 1/4"", Box of 500 sleeves",$7.82,Box of 500 barriers,https://www.net32.com/ec/prehma-digital-xray-sensor-sleeves-1-3-d-116780?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"SCHIFF’S SCHIFF's 20cm x 45cm Reusable Cleaning & Polishing Towel, 100% Cotton, White, 5 Towels",$5.32,Pack of 5 towels,https://www.net32.com/ec/schiffs-20cm-x-45cm-reusable-cleaning-polishing-d-172841?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Pemaco General Purpose Cleaner Concentrate, 10:1 Formulated to remove buffing compounds, pumice",$32.49,1 gallon bottle of concentrate,https://www.net32.com/ec/pemaco-general-purpose-cleaner-concentrate-101-formulated-d-116394?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Citrus II Solid Air Freshener, Fresh Lemon scent. Using a unique formula that utilizes activated",$6.40,8 oz. tub,https://www.net32.com/ec/citrus-ii-solid-air-freshener-fresh-lemon-d-81840?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Allrap Handpiece Sleeve - Universal Cover - 500/box. Universal fits jet polishers, high-speed",$37.99,Box of 500 sleeves,https://www.net32.com/ec/allrap-handpiece-sleeve-universal-cover-500-box-d-14056?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"House Brand Ultrasonic chemical cleaning solution, temporary cement remover, 1 gallon bottle",$23.12,1 gallon bottle of solution,https://www.net32.com/ec/house-brand-ultrasonic-chemical-cleaning-solution-temporary-d-6474?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"MARK3 Sterilization Indicator Tape, 3/4"", 60 Yards, 1/Pk. Color changing when exposed to the steam",$8.69,60 yard roll of indicator tape,https://www.net32.com/ec/mark3-sterilization-indicator-tape-3-4-60-d-179634?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"E-Z Jett Cassette 8 Instrument Holder, Neon Green, open top, round holes and radiused corners",$40.75,Single cassette,https://www.net32.com/ec/ez-jett-cassette-8-instrument-holder-neon-d-135680?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Clorox Disinfecting Wipes, Pre-Moistened, Fresh Scent, Can of 35 Wipes",$6.00,Can of 35 wipes,https://www.net32.com/ec/clorox-disinfecting-wipes-premoistened-fresh-scent-35-d-79494?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"plastcareusa 4"" x 6"" Barrier Film, Pink, 1200 Sheets/Roll",$14.99,Roll of 1200 sheets,https://www.net32.com/ec/plastcareusa-4-x-6-barrier-film-pink-d-180191?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Darby Dental 4"" Nylon Sterilization Tubing, Transparent, 100 ft Roll. Durable autoclave tubing. It",$9.50,100 foot roll of tubing,https://www.net32.com/ec/darby-dental-4-nylon-sterilization-tubing-transparent-d-176237?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Palmero Barrier Film Dispenser for 4"" x 6"" Film",$33.15,Single dispenser,https://www.net32.com/ec/palmero-barrier-film-dispenser-4-x-6-d-95540?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,Enzymax Pump Only for Gallon Bottle,$10.49,Pump only - for 1 gallon,https://www.net32.com/ec/enzymax-pump-gallon-bottle-d-79632?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Premium Plus 1 3/4"" x 8"" Medium Size #1 digital x-ray sensor sleeves, 2500/case. Made",$78.69,Case of 2500 barriers,https://www.net32.com/ec/premium-plus-1-3-4-x-8-d-134182?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Steri-Container, Compact - Copper 7-1/8"" x 1-1/2"" x 1-1/2"", The container holds Zirc Bur-Guard",$14.95,Single container,https://www.net32.com/ec/stericontainer-compact-copper-71-8-x-11-d-173632?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"MARK3 Sterilization Indicator Tape, 1/2"", 60 Yards, 1/Pk. Color changing when exposed to the steam",$5.49,60 yard roll of indicator tape,https://www.net32.com/ec/mark3-sterilization-indicator-tape-1-2-60-d-179633?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"SCHIFF’S 6"" x 7"" eWIPES Streak-Free Screen Cleaning Wipes, 160 Wipes per Canister, 1/Pk",$6.88,Can of 160 wipes,https://www.net32.com/ec/schiffs-6-x-7-ewipes-streakfree-screen-d-174245?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Maxill Tartar & Stain Remover RTU Ultrasonic Cleaner, 32 fl oz Bottle, 1/Pk. Cleans away food &",$13.23,32 oz bottle,https://www.net32.com/ec/maxill-tartar-stain-remover-rtu-ultrasonic-cleaner-d-174229?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Purell Foodservice Surface Sanitizer Spray, 32 fl oz Bottle with Spray Trigger, 1/Pk. No-rinse",$6.25,32 oz. bottle,https://www.net32.com/ec/purell-foodservice-surface-sanitizer-spray-32-fl-d-178287?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"AdvantaClear Surface Disinfectant Spray, 24oz. This disinfectant kills a broad spectrum",$13.65,24 oz. spray bottle,https://www.net32.com/ec/advantaclear-surface-disinfectant-spray-24oz-kills-broad-d-174577?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"GPS Ultrasonic Enzymatic Cleaning Tablets, 64/box. May be used as an evacuation system cleaner",$32.48,Box of 64 tablets,https://www.net32.com/ec/gps-ultrasonic-enzymatic-cleaning-tablets-64-box-d-145598?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"COPERTINA 4"" x 6"" Barrier Film, Green, 1200 Sheets, 1 Roll. Barrier film can be dispensed",$10.79,Roll of 1200 sheets,https://www.net32.com/ec/copertina-4-x-6-barrier-film-green-d-183641?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Practicon 14"" x 20"" clear plastic (1.25 ml thick polyethylene) barrier bag for different types",$62.99,Case of 500 bags,https://www.net32.com/ec/practicon-14-x-20-clear-plastic-125-d-46345?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Dental Disposables 14"" x 24.5"" universal X-Ray head sleeve, box of 225 sleeves. **This",$62.09,Box of 225,https://www.net32.com/ec/dental-disposables-14-x-245-universal-xray-d-14075?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,Plasdent Sensor Sheaths with Paper Backing for KODAK 6100 Size 0 500/Cs. Specially designed,$60.79,Box of 500 barriers,https://www.net32.com/ec/plasdent-sensor-sheaths-paper-backing-kodak-6100-d-129782?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Premium Plus Mouth Mirror Sleeves 2500/case. Size : 1 1/2"" x 8"". Made from very supple poly",$60.50,Box of 2500 sleeves,https://www.net32.com/ec/premium-plus-mouth-mirror-sleeves-2500-case-d-134380?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"IMS Autoclave tape with ""Amalgam"" imprinted on tape, single 60 yard roll of indicator tape",$27.55,60 yard roll of indicator tape,https://www.net32.com/ec/ims-autoclave-tape-amalgam-imprinted-single-60-d-22758?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Top Quality Manufacturing Tartar and Stain Remover, 1 Gallon Bottle. Ready-to-use formula",$13.99,1 gallon bottle of concentrate,https://www.net32.com/ec/top-quality-manufacturing-tartar-stain-remover-1-d-184708?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Ohio Forge Steri Container with Mat, 3.15"" x 2.36"" x 0.98"", 1/Pk. 80 mm x 60 mm x 25 mm",$47.71,Single container,https://www.net32.com/ec/ohio-forge-steri-container-mat-315-x-d-183850?queryID=1bb37a5255a15147b9b7bfee6d8cd973
https://www.net32.com/ec/infection-control-clinical-products-t-523,Clorox Disinfecting Wipes Crisp Lemon Case of 12x 35/Can. Cleans and Disinfects with antibacterial,$59.76,Case of 12x 35 Wipes/Can,https://www.net32.com/ec/clorox-disinfecting-wipes-crisp-lemon-case-12x-d-167132?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Armor Syringe Cover for 3cc Syringes, 300/Pk",$29.95,Box of 300 covers,https://www.net32.com/ec/armor-syringe-cover-3cc-300-pk-d-174750?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Crosstex 10.5"" x 14"" Tray Sleeves, Fits Adec/Size B - Ritter, Clear Plastic, box of 500",$24.85,Box of 500 sleeves,https://www.net32.com/ec/crosstex-105-x-14-tray-sleeves-fits-d-96477?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Keystone Light Sleeves for T-Style Handles 4"" x 5 3/4"", Clear Plastic, Box of 500",$20.66,Box of 500 sleeves,https://www.net32.com/ec/keystone-light-sleeves-tstyle-handles-4-x-d-116773?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Compact Cassette Neon Orange 4"" x 7"" x 5/8"", Multi-Instrument Sterilization, Holds 8 instruments",$23.95,Single cassette,https://www.net32.com/ec/compact-cassette-neon-orange-4-x-7-d-107430?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"UniPack Tray Sleeves Plastic, Large, 11-5/8"" x 14-1/2"", 500/Box. Disposable clear plastic sleeves",$32.49,Box of 500 sleeves,https://www.net32.com/ec/unipack-tray-sleeves-plastic-large-115-8-d-176489?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"IMS Cassette I.D. label for permanent cassette identification, pressure sensitive, package of 50",$58.20,Package of 50 labels,https://www.net32.com/ec/ims-cassette-id-label-permanent-identification-pressure-d-22729?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"plastcareusa 4"" x 6"" Barrier Film, Clear, 1200 Sheets/Roll",$14.99,Roll of 1200 sheets,https://www.net32.com/ec/plastcareusa-4-x-6-barrier-film-clear-d-180192?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Pac-Dent 1 5/8"" x 8"" Digital X-Ray Sensor Sleeves. Special Copolymer Plastic slides on easily",$28.31,Box of 500 barriers,https://www.net32.com/ec/pacdent-1-5-8-x-digital-xray-d-112575?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Quala 15"" x 26"" Clear plastic x-ray sleeves, fits over most x-ray heads, tapered design, box of 250",$28.20,Box of 250 sleeves,https://www.net32.com/ec/quala-15-x-26-clear-plastic-xray-d-143029?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"SCHIFF’S SCHIFF's 20cm x 45cm Reusable Cleaning & Polishing Towel, 100% Cotton, Green, 5 Towels",$5.32,Pack of 5 towels,https://www.net32.com/ec/schiffs-20cm-x-45cm-reusable-cleaning-polishing-d-172843?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,Zirc Neon Yellow Performance Tool Organizer. It is ideal for large specialty instruments. It,$61.94,Single container,https://www.net32.com/ec/zirc-neon-yellow-performance-tool-organizer-ideal-d-173552?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,Zirc Grey Performance Tool Organizer. It is ideal for large specialty instruments. It features,$66.20,Single container,https://www.net32.com/ec/zirc-grey-performance-tool-organizer-ideal-large-d-173548?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Sani-Cloth Bleach Large Wipes (6"" x 10.5""), 75/Canister. Ideal for disinfecting high-risk areas",$19.27,Can of 75 wipes,https://www.net32.com/ec/sanicloth-bleach-large-wipes-6-x-105-d-150733?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,IMS Infinity Series Air/Water Clip. This clip is used in the Total Restorative Standard Set-Up,$15.42,Single clip,https://www.net32.com/ec/ims-infinity-series-air-water-clip-used-d-174525?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"PolyAll Plastic Full Length Dental Chair Protector, 32"" x 85"", Clear, 180/Box",$60.49,Box of 180 sleeves,https://www.net32.com/ec/polyall-plastic-full-length-dental-chair-protector-d-173743?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"IMS Color Code Cassette Tabs, RED Color, Silicone tabs to fit on cassette lid for identifying",$27.00,Package of 5,https://www.net32.com/ec/ims-color-code-cassette-tabs-red-silicone-d-116010?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"IMS Large cassette clip for resin cassettes trays, single clip",$13.36,Single clip,https://www.net32.com/ec/ims-large-cassette-clip-resin-trays-single-d-22724?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"steri-mat Instrument Cleaning & Drying Towel, Green, 5/Bag. 20 cm x 45 cm. 100% Cotton. Reusable",$5.32,Pack of 5 towels,https://www.net32.com/ec/sterimat-instrument-cleaning-drying-towel-green-5-d-179221?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"SteriBest Micro Instrument Tray - 6"" x 2.5"" x 0.75"". Consists of Base, Lid, and Mat. Advanced",$52.80,Single cassette,https://www.net32.com/ec/steribest-micro-instrument-tray-6-x-25-d-161494?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Plasdent Size #0 or #1 Digital X-Ray Sensor Sleeves 1-3/4"" W x 9"" Long, Box of 500",$13.20,Box of 500 barriers,https://www.net32.com/ec/plasdent-size-0-1-digital-xray-sensor-d-129632?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"IMS Signature Series Signature Series Needle Cap Holder, Snap-in, Maintains Cap (IM1001)",$24.70,2 Clips,https://www.net32.com/ec/ims-signature-series-needle-cap-holder-snapin-d-116198?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,BD Nestable Sharps Containers 2 gallon Sharps Disposable Collector With Horizontal Entry,$23.75,Single container,https://www.net32.com/ec/bd-nestable-sharps-containers-2-gallon-disposable-d-83205?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Peel Pro 7.5"" x 13"" Sterilization Pouches, Dual Internal and External Steam and Gas Sterilization",$26.15,Box of 200,https://www.net32.com/ec/peel-pro-75-x-13-sterilization-pouches-d-83100?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Keystone 4"" x 6"" Barrier Film BLUE with Finger Lift Edge. Roll of 1200 Sheets",$26.00,Roll of 1200 sheets,https://www.net32.com/ec/keystone-4-x-6-barrier-film-blue-d-116771?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Steri-Container, Compact - Neon Pink 7-1/8"" x 1-1/2"" x 1-1/2"", Holds 12-15 hand instruments",$20.38,Single container,https://www.net32.com/ec/stericontainer-compact-neon-pink-71-8-x-d-107570?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Pac-Dent Disposable High-speed Handpiece Sleeves, 1"" x 8"", box of 500 sleeves",$18.99,Box of 500 sleeves,https://www.net32.com/ec/pacdent-disposable-highspeed-handpiece-sleeves-1-x-d-73162?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"iSmile Autoclave Sterilization Indicator Tape, 3/4"" x 60 yds per roll, Seals autoclave bags",$5.89,60 yard roll of indicator tape,https://www.net32.com/ec/ismile-autoclave-sterilization-indicator-tape-3-4-d-122831?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Steri-Container, Standard - White 8"" x 1-3/4"" x 1-3/4"", for hand instruments and Zirc Bur Blocks",$14.95,Single container,https://www.net32.com/ec/stericontainer-standard-white-8-x-13-4-d-45822?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"E-Z Jett Cassette 10 Place Instrument Holder, Yellow, Holds 10 Instruments, Open Top, Round Holes",$48.95,Single cassette,https://www.net32.com/ec/ez-jett-cassette-10-place-instrument-holder-d-113051?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Ohio Forge Steri Container with Mat, 3.93"" x 2.36"" x 0.98"", 1/Pk. 100 mm x 60 mm x 25 mm",$48.86,Single container,https://www.net32.com/ec/ohio-forge-steri-container-mat-393-x-d-183851?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Plasdent Sensor Sheaths with Paper Backing for REGAM, Size 2 500/Cs. Specially designed",$48.46,Box of 500 barriers,https://www.net32.com/ec/plasdent-sensor-sheaths-paper-backing-regam-size-d-129787?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Plasdent Sensor Sheaths with Paper Backing for SUNI, Size 2 500/Cs. Specially designed for digital",$58.95,Box of 500 barriers,https://www.net32.com/ec/plasdent-sensor-sheaths-paper-backing-suni-size-d-129817?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Sure-Check 7.50"" x 13"" Sterilization Pouch 200/Bx. Self-Sealing with Built-In internal/external",$42.65,Box of 200,https://www.net32.com/ec/surecheck-750-x-13-sterilization-pouch-200-d-102313?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Safe-Seal Duet 10"" x 15"" Self-Sealing Paper/Clear Film Sterilization Pouches with Lead Free Color",$47.89,Box of 200,https://www.net32.com/ec/safeseal-duet-10-x-15-selfsealing-paper-d-130266?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Palco Air/Water Syringe Protectors 2.5"" x 10"" 500/Bx. Clear",$22.50,Box of 500 sleeves,https://www.net32.com/ec/palco-air-water-syringe-protectors-25-x-d-33989?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"House Brand 6"" Nylon Sterilization Tubing Roll, Perforated with Indicator for Steam or Dry Heat",$11.20,100 foot roll of tubing,https://www.net32.com/ec/house-brand-6-nylon-sterilization-tubing-roll-d-105610?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"LED 2000 Light Guide Barrier Sleeves Curing Light 9mm guide, Light Guide Barrier Sleeves, box",$60.90,Box of 200 sleeves,https://www.net32.com/ec/led-2000-light-guide-barrier-sleeves-curing-d-121484?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,Pac-Dent Size 1 Gendex/XDR X-Ray Sensor Sheaths 500/Bx,$64.49,Box of 500 barriers,https://www.net32.com/ec/pacdent-size-1-gendex-xdr-xray-sensor-d-137336?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"RMH3 Dental Plastic Clear Scaler Cover Sleeves, Size 1-1/2""x8"". Box of 500",$7.99,Box of 500 sleeves,https://www.net32.com/ec/rmh3-dental-plastic-clear-scaler-cover-sleeves-d-167871?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Crosstex 11.5"" x 16"" Tray Sleeves, Fits Midwest/Weber, Clear Plastic, box of 500",$49.98,Box of 500 sleeves,https://www.net32.com/ec/crosstex-115-x-16-tray-sleeves-fits-d-96479?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"steri-mat Instrument Cleaning & Drying Towel, White, 5/Bag. 20 cm x 45 cm. 100% Cotton. Reusable",$5.32,Pack of 5 towels,https://www.net32.com/ec/sterimat-instrument-cleaning-drying-towel-white-5-d-179220?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"COEfect Minute Wipes Surface Disinfectant, 7"" x 9"" 160/Can. 1-minute ""Kill Time"". Low toxicity",$19.20,Can of 160 wipes,https://www.net32.com/ec/coefect-minute-wipes-surface-disinfectant-7-x-d-151511?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"PolyAll Plastic Syringe Sleeve with Pre-Cut Opening, 2.5"" x 10"", Blue, 500/Box",$7.89,Box of 500 sleeves,https://www.net32.com/ec/polyall-plastic-syringe-sleeve-precut-opening-25-d-173738?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"maxill Bath Buddies - 5"" Silicone Bundle Wraps, Green 5/Pk. Easily and securely bundle instruments",$13.75,Pack of 5,https://www.net32.com/ec/maxill-bath-buddies-5-silicone-bundle-wraps-d-174153?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Steri-Container, Compact - Green 7-1/8"" x 1-1/2"" x 1-1/2"", Holds 12-15 hand instruments and Zirc",$20.38,Single container,https://www.net32.com/ec/stericontainer-compact-green-71-8-x-11-d-45843?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Safe-Seal Duet 3.50"" x 5.25"" Self-Sealing Paper/Clear Film Sterilization Pouches with Lead Free",$16.39,Box of 200,https://www.net32.com/ec/safeseal-duet-350-x-525-selfsealing-paper-d-109921?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"PeelVue+ 3.25"" x 12"" Self-Sealing Paper/Clear Film Sterilization Pouch with Color Changing",$31.93,Box of 200,https://www.net32.com/ec/peelvue-325-x-12-selfsealing-paper-clear-d-11599?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"E-Z Jett Cassette 8 Instrument Holder, Teal, open top, round holes and radiused corners, attached",$39.01,Single cassette,https://www.net32.com/ec/ez-jett-cassette-8-instrument-holder-teal-d-135675?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Sani-Tube 6"" WITH Process Indicator Sterilization Tubing, Nylon. Use in Steam (up to 425F / 218C)",$39.15,100 foot roll of tubing,https://www.net32.com/ec/sanitube-6-process-indicator-sterilization-tubing-nylon-d-119435?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"steri-sox ID+ Double Stick Pre-printed Label Roll, 500/Roll, 1/Pk. Pre-printed with required",$12.87,Single roll,https://www.net32.com/ec/sterisox-id-double-stick-preprinted-label-roll-d-174253?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Professional's Choice Steril-Peel 9""x100' Sterilization Tubing w/Indicators, 1 Roll. For use",$40.00,100 foot roll of tubing,https://www.net32.com/ec/professionals-choice-sterilpeel-9x100-sterilization-tubing-w-d-161311?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"PolyAll Plastic Light Sleeves for T-Style Handles, 4"" x 5.75"", Clear, 500/Box",$10.45,Box of 500 sheaths,https://www.net32.com/ec/polyall-plastic-light-sleeves-tstyle-handles-4-d-173745?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Water Wise Replacement Bottle, 1 Liter bottle with neon yellow and neon blue bubbles. Innovate",$23.75,,https://www.net32.com/ec/water-wise-replacement-bottle-1-liter-neon-d-81478?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"House Brand 2"" Nylon Sterilization Tubing Roll, Perforated with Indicator for Steam or Dry Heat",$11.04,100 foot roll of tubing,https://www.net32.com/ec/house-brand-2-nylon-sterilization-tubing-roll-d-105607?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"WipesPlus 7"" x 8"" Disinfecting Surface Wipes 12x 80/Pk. Lint free and highly absorbent for an",$18.99,Case of 12 - 80 wipe softpacks,https://www.net32.com/ec/wipesplus-7-x-8-disinfecting-surface-wipes-d-167193?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"VastMed Half Chair Cover Sleeve, Waterproof, Clear, 225/Pk",$31.49,Box of 225 sleeves,https://www.net32.com/ec/vastmed-half-chair-cover-sleeve-waterproof-clear-d-183676?queryID=5379fbca42c4b80492aca76694636f17
https://www.net32.com/ec/infection-control-clinical-products-t-523,"Cover All Barrier Film Dispenser for 2.5"" x 6"" Barrier Films, Single Dispenser",$34.98,Single dispenser,https://www.net32.com/ec/cover-barrier-film-dispenser-25-x-6-d-81300?queryID=5379fbca42c4b80492aca76694636f17
